FEATURE_NAME,PLAN,PLATFORM,EVENT_MONTH,EVENT_YEAR,EVENT_MONTH_NUM,EVENTS,UNIQUE_USERS,AVG_DURATION_SEC
export_report,enterprise,api,2023-10-01 00:00:00.000,2023,10,623,452,3.25
export_report,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1188,851,3.39
export_report,enterprise,web,2023-10-01 00:00:00.000,2023,10,4380,2652,3.79
export_report,free,api,2023-10-01 00:00:00.000,2023,10,40,38,2.93
export_report,free,mobile,2023-10-01 00:00:00.000,2023,10,77,76,3.79
export_report,free,web,2023-10-01 00:00:00.000,2023,10,315,303,3.71
export_report,pro,api,2023-10-01 00:00:00.000,2023,10,346,287,3.51
export_report,pro,mobile,2023-10-01 00:00:00.000,2023,10,670,549,3.89
export_report,pro,web,2023-10-01 00:00:00.000,2023,10,2384,1831,4.15
filter_tasks,enterprise,api,2023-10-01 00:00:00.000,2023,10,837,580,3.31
filter_tasks,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1574,1049,3.94
filter_tasks,enterprise,web,2023-10-01 00:00:00.000,2023,10,5519,3087,3.71
filter_tasks,free,api,2023-10-01 00:00:00.000,2023,10,740,438,3.87
filter_tasks,free,mobile,2023-10-01 00:00:00.000,2023,10,1554,905,3.97
filter_tasks,free,web,2023-10-01 00:00:00.000,2023,10,5490,2977,3.71
filter_tasks,pro,api,2023-10-01 00:00:00.000,2023,10,1104,667,4.29
filter_tasks,pro,mobile,2023-10-01 00:00:00.000,2023,10,2373,1415,3.57
filter_tasks,pro,web,2023-10-01 00:00:00.000,2023,10,8342,4467,3.86
invite_teammate,enterprise,api,2023-10-01 00:00:00.000,2023,10,686,483,3.80
invite_teammate,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1256,891,3.53
invite_teammate,enterprise,web,2023-10-01 00:00:00.000,2023,10,4422,2687,3.84
invite_teammate,free,api,2023-10-01 00:00:00.000,2023,10,103,92,4.62
invite_teammate,free,mobile,2023-10-01 00:00:00.000,2023,10,172,161,2.88
invite_teammate,free,web,2023-10-01 00:00:00.000,2023,10,599,544,3.91
invite_teammate,pro,api,2023-10-01 00:00:00.000,2023,10,500,381,4.04
invite_teammate,pro,mobile,2023-10-01 00:00:00.000,2023,10,951,734,3.93
invite_teammate,pro,web,2023-10-01 00:00:00.000,2023,10,3596,2516,3.86
search,enterprise,api,2023-10-01 00:00:00.000,2023,10,788,525,4.09
search,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1614,1037,3.85
search,enterprise,web,2023-10-01 00:00:00.000,2023,10,5555,3095,3.82
search,free,api,2023-10-01 00:00:00.000,2023,10,859,491,3.81
search,free,mobile,2023-10-01 00:00:00.000,2023,10,1723,970,3.92
search,free,web,2023-10-01 00:00:00.000,2023,10,5898,3067,3.59
search,pro,api,2023-10-01 00:00:00.000,2023,10,1307,746,4.53
search,pro,mobile,2023-10-01 00:00:00.000,2023,10,2634,1495,3.64
search,pro,web,2023-10-01 00:00:00.000,2023,10,9029,4702,3.75
set_deadline,enterprise,api,2023-10-01 00:00:00.000,2023,10,676,482,3.24
set_deadline,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1294,902,3.42
set_deadline,enterprise,web,2023-10-01 00:00:00.000,2023,10,4542,2715,3.67
set_deadline,free,api,2023-10-01 00:00:00.000,2023,10,213,178,4.30
set_deadline,free,mobile,2023-10-01 00:00:00.000,2023,10,380,314,3.10
set_deadline,free,web,2023-10-01 00:00:00.000,2023,10,1543,1201,3.58
set_deadline,pro,api,2023-10-01 00:00:00.000,2023,10,609,450,3.67
set_deadline,pro,mobile,2023-10-01 00:00:00.000,2023,10,1245,875,3.76
set_deadline,pro,web,2023-10-01 00:00:00.000,2023,10,4303,2867,3.98
upload_file,enterprise,api,2023-10-01 00:00:00.000,2023,10,683,499,3.78
upload_file,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,1232,882,4.27
upload_file,enterprise,web,2023-10-01 00:00:00.000,2023,10,4325,2674,3.55
upload_file,free,api,2023-10-01 00:00:00.000,2023,10,267,216,4.56
upload_file,free,mobile,2023-10-01 00:00:00.000,2023,10,477,389,3.61
upload_file,free,web,2023-10-01 00:00:00.000,2023,10,1769,1336,3.80
upload_file,pro,api,2023-10-01 00:00:00.000,2023,10,689,496,3.86
upload_file,pro,mobile,2023-10-01 00:00:00.000,2023,10,1346,956,3.33
upload_file,pro,web,2023-10-01 00:00:00.000,2023,10,4836,3124,3.61
view_analytics,enterprise,api,2023-10-01 00:00:00.000,2023,10,1165,697,3.65
view_analytics,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,2203,1305,3.63
view_analytics,enterprise,web,2023-10-01 00:00:00.000,2023,10,7669,3730,3.61
view_analytics,free,api,2023-10-01 00:00:00.000,2023,10,49,45,4.84
view_analytics,free,mobile,2023-10-01 00:00:00.000,2023,10,74,69,3.31
view_analytics,free,web,2023-10-01 00:00:00.000,2023,10,303,288,3.11
view_analytics,pro,api,2023-10-01 00:00:00.000,2023,10,342,275,3.35
view_analytics,pro,mobile,2023-10-01 00:00:00.000,2023,10,711,586,3.36
view_analytics,pro,web,2023-10-01 00:00:00.000,2023,10,2378,1811,3.79
view_dashboard,enterprise,api,2023-10-01 00:00:00.000,2023,10,1299,749,5.24
view_dashboard,enterprise,mobile,2023-10-01 00:00:00.000,2023,10,2333,1362,3.77
view_dashboard,enterprise,web,2023-10-01 00:00:00.000,2023,10,8303,3850,3.71
view_dashboard,free,api,2023-10-01 00:00:00.000,2023,10,1108,557,3.30
view_dashboard,free,mobile,2023-10-01 00:00:00.000,2023,10,1982,1053,3.85
view_dashboard,free,web,2023-10-01 00:00:00.000,2023,10,7411,3489,3.87
view_dashboard,pro,api,2023-10-01 00:00:00.000,2023,10,1743,922,3.52
view_dashboard,pro,mobile,2023-10-01 00:00:00.000,2023,10,3406,1791,3.80
view_dashboard,pro,web,2023-10-01 00:00:00.000,2023,10,12088,5542,3.62
comment_task,enterprise,api,2023-11-01 00:00:00.000,2023,11,914,620,3.50
comment_task,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1763,1113,3.29
comment_task,enterprise,web,2023-11-01 00:00:00.000,2023,11,6100,3390,3.85
comment_task,free,api,2023-11-01 00:00:00.000,2023,11,528,364,3.76
comment_task,free,mobile,2023-11-01 00:00:00.000,2023,11,1175,757,3.76
comment_task,free,web,2023-11-01 00:00:00.000,2023,11,3827,2464,3.67
comment_task,pro,api,2023-11-01 00:00:00.000,2023,11,1144,752,3.75
comment_task,pro,mobile,2023-11-01 00:00:00.000,2023,11,2451,1559,3.50
comment_task,pro,web,2023-11-01 00:00:00.000,2023,11,7747,4526,3.61
create_project,enterprise,api,2023-11-01 00:00:00.000,2023,11,822,550,3.82
create_project,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1605,1053,3.60
create_project,enterprise,web,2023-11-01 00:00:00.000,2023,11,5397,3135,3.66
create_project,free,api,2023-11-01 00:00:00.000,2023,11,456,340,3.49
create_project,free,mobile,2023-11-01 00:00:00.000,2023,11,994,650,3.63
create_project,free,web,2023-11-01 00:00:00.000,2023,11,3188,2168,3.47
create_project,pro,api,2023-11-01 00:00:00.000,2023,11,948,657,3.64
create_project,pro,mobile,2023-11-01 00:00:00.000,2023,11,1940,1273,3.59
create_project,pro,web,2023-11-01 00:00:00.000,2023,11,6451,4084,3.80
export_report,enterprise,api,2023-11-01 00:00:00.000,2023,11,713,527,3.44
export_report,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1403,958,3.46
export_report,enterprise,web,2023-11-01 00:00:00.000,2023,11,4855,2952,3.54
export_report,free,api,2023-11-01 00:00:00.000,2023,11,36,35,2.41
export_report,free,mobile,2023-11-01 00:00:00.000,2023,11,92,88,4.47
export_report,free,web,2023-11-01 00:00:00.000,2023,11,325,311,3.65
export_report,pro,api,2023-11-01 00:00:00.000,2023,11,373,313,3.65
export_report,pro,mobile,2023-11-01 00:00:00.000,2023,11,768,632,4.35
export_report,pro,web,2023-11-01 00:00:00.000,2023,11,2667,2084,3.69
filter_tasks,enterprise,api,2023-11-01 00:00:00.000,2023,11,917,623,3.62
filter_tasks,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1788,1121,3.85
filter_tasks,enterprise,web,2023-11-01 00:00:00.000,2023,11,6233,3435,3.69
filter_tasks,free,api,2023-11-01 00:00:00.000,2023,11,809,476,3.81
filter_tasks,free,mobile,2023-11-01 00:00:00.000,2023,11,1666,964,3.74
filter_tasks,free,web,2023-11-01 00:00:00.000,2023,11,5900,3215,3.61
filter_tasks,pro,api,2023-11-01 00:00:00.000,2023,11,1281,794,3.85
filter_tasks,pro,mobile,2023-11-01 00:00:00.000,2023,11,2681,1601,3.73
filter_tasks,pro,web,2023-11-01 00:00:00.000,2023,11,9128,5074,3.79
invite_teammate,enterprise,api,2023-11-01 00:00:00.000,2023,11,771,562,3.94
invite_teammate,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1460,1014,3.92
invite_teammate,enterprise,web,2023-11-01 00:00:00.000,2023,11,4985,2954,3.63
invite_teammate,free,api,2023-11-01 00:00:00.000,2023,11,93,85,4.97
invite_teammate,free,mobile,2023-11-01 00:00:00.000,2023,11,195,170,3.88
invite_teammate,free,web,2023-11-01 00:00:00.000,2023,11,603,543,3.51
invite_teammate,pro,api,2023-11-01 00:00:00.000,2023,11,586,453,3.33
invite_teammate,pro,mobile,2023-11-01 00:00:00.000,2023,11,1164,889,3.69
invite_teammate,pro,web,2023-11-01 00:00:00.000,2023,11,3998,2848,3.83
search,enterprise,api,2023-11-01 00:00:00.000,2023,11,958,640,3.47
search,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1882,1175,3.34
search,enterprise,web,2023-11-01 00:00:00.000,2023,11,6050,3392,3.57
search,free,api,2023-11-01 00:00:00.000,2023,11,868,508,4.84
search,free,mobile,2023-11-01 00:00:00.000,2023,11,1876,1035,3.92
search,free,web,2023-11-01 00:00:00.000,2023,11,6284,3353,3.79
search,pro,api,2023-11-01 00:00:00.000,2023,11,1417,860,3.61
search,pro,mobile,2023-11-01 00:00:00.000,2023,11,2894,1680,3.51
search,pro,web,2023-11-01 00:00:00.000,2023,11,9731,5225,3.90
set_deadline,enterprise,api,2023-11-01 00:00:00.000,2023,11,765,562,3.90
set_deadline,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1365,948,3.90
set_deadline,enterprise,web,2023-11-01 00:00:00.000,2023,11,4840,2909,3.91
set_deadline,free,api,2023-11-01 00:00:00.000,2023,11,213,178,4.26
set_deadline,free,mobile,2023-11-01 00:00:00.000,2023,11,449,365,3.82
set_deadline,free,web,2023-11-01 00:00:00.000,2023,11,1585,1282,3.66
set_deadline,pro,api,2023-11-01 00:00:00.000,2023,11,635,504,3.98
set_deadline,pro,mobile,2023-11-01 00:00:00.000,2023,11,1322,1000,3.76
set_deadline,pro,web,2023-11-01 00:00:00.000,2023,11,4592,3179,3.61
upload_file,enterprise,api,2023-11-01 00:00:00.000,2023,11,753,549,3.95
upload_file,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,1512,1009,3.55
upload_file,enterprise,web,2023-11-01 00:00:00.000,2023,11,4816,2921,3.58
upload_file,free,api,2023-11-01 00:00:00.000,2023,11,237,184,3.29
upload_file,free,mobile,2023-11-01 00:00:00.000,2023,11,557,441,4.45
upload_file,free,web,2023-11-01 00:00:00.000,2023,11,1951,1479,3.66
upload_file,pro,api,2023-11-01 00:00:00.000,2023,11,776,584,4.02
upload_file,pro,mobile,2023-11-01 00:00:00.000,2023,11,1539,1109,3.73
upload_file,pro,web,2023-11-01 00:00:00.000,2023,11,5098,3420,3.70
view_analytics,enterprise,api,2023-11-01 00:00:00.000,2023,11,1318,809,3.52
view_analytics,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,2512,1438,3.65
view_analytics,enterprise,web,2023-11-01 00:00:00.000,2023,11,8498,4049,4.07
view_analytics,free,api,2023-11-01 00:00:00.000,2023,11,45,44,2.10
view_analytics,free,mobile,2023-11-01 00:00:00.000,2023,11,107,103,3.99
view_analytics,free,web,2023-11-01 00:00:00.000,2023,11,319,306,4.14
view_analytics,pro,api,2023-11-01 00:00:00.000,2023,11,373,322,3.87
view_analytics,pro,mobile,2023-11-01 00:00:00.000,2023,11,824,671,3.51
view_analytics,pro,web,2023-11-01 00:00:00.000,2023,11,2618,2080,3.71
view_dashboard,enterprise,api,2023-11-01 00:00:00.000,2023,11,1396,842,3.08
view_dashboard,enterprise,mobile,2023-11-01 00:00:00.000,2023,11,2661,1461,4.29
view_dashboard,enterprise,web,2023-11-01 00:00:00.000,2023,11,9091,4244,3.55
view_dashboard,free,api,2023-11-01 00:00:00.000,2023,11,1072,557,3.60
view_dashboard,free,mobile,2023-11-01 00:00:00.000,2023,11,2368,1159,3.63
view_dashboard,free,web,2023-11-01 00:00:00.000,2023,11,8321,3899,3.49
view_dashboard,pro,api,2023-11-01 00:00:00.000,2023,11,1929,1054,3.43
view_dashboard,pro,mobile,2023-11-01 00:00:00.000,2023,11,3826,2033,3.67
view_dashboard,pro,web,2023-11-01 00:00:00.000,2023,11,13015,6234,3.69
comment_task,enterprise,api,2023-12-01 00:00:00.000,2023,12,1042,699,3.75
comment_task,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,2061,1348,3.91
comment_task,enterprise,web,2023-12-01 00:00:00.000,2023,12,7087,3941,3.69
comment_task,free,api,2023-12-01 00:00:00.000,2023,12,571,414,3.68
comment_task,free,mobile,2023-12-01 00:00:00.000,2023,12,1246,841,3.91
comment_task,free,web,2023-12-01 00:00:00.000,2023,12,4129,2691,3.44
comment_task,pro,api,2023-12-01 00:00:00.000,2023,12,1322,856,3.69
comment_task,pro,mobile,2023-12-01 00:00:00.000,2023,12,2601,1701,3.78
comment_task,pro,web,2023-12-01 00:00:00.000,2023,12,9130,5391,3.62
create_project,enterprise,api,2023-12-01 00:00:00.000,2023,12,932,640,4.08
create_project,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,1849,1248,3.63
create_project,enterprise,web,2023-12-01 00:00:00.000,2023,12,6493,3792,3.61
create_project,free,api,2023-12-01 00:00:00.000,2023,12,481,342,3.16
create_project,free,mobile,2023-12-01 00:00:00.000,2023,12,1012,717,3.78
create_project,free,web,2023-12-01 00:00:00.000,2023,12,3636,2517,3.80
create_project,pro,api,2023-12-01 00:00:00.000,2023,12,1056,732,3.70
create_project,pro,mobile,2023-12-01 00:00:00.000,2023,12,2133,1464,3.63
create_project,pro,web,2023-12-01 00:00:00.000,2023,12,7592,4812,3.50
export_report,enterprise,api,2023-12-01 00:00:00.000,2023,12,773,558,3.23
export_report,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,1723,1183,3.85
export_report,enterprise,web,2023-12-01 00:00:00.000,2023,12,5754,3525,3.80
export_report,free,api,2023-12-01 00:00:00.000,2023,12,51,51,3.81
export_report,free,mobile,2023-12-01 00:00:00.000,2023,12,113,110,3.90
export_report,free,web,2023-12-01 00:00:00.000,2023,12,375,354,3.28
export_report,pro,api,2023-12-01 00:00:00.000,2023,12,429,364,3.69
export_report,pro,mobile,2023-12-01 00:00:00.000,2023,12,890,726,4.02
export_report,pro,web,2023-12-01 00:00:00.000,2023,12,2930,2359,3.51
filter_tasks,enterprise,api,2023-12-01 00:00:00.000,2023,12,1012,698,3.95
filter_tasks,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,2037,1334,3.64
filter_tasks,enterprise,web,2023-12-01 00:00:00.000,2023,12,7080,3966,3.80
filter_tasks,free,api,2023-12-01 00:00:00.000,2023,12,879,539,3.59
filter_tasks,free,mobile,2023-12-01 00:00:00.000,2023,12,1814,1054,3.77
filter_tasks,free,web,2023-12-01 00:00:00.000,2023,12,6326,3570,3.77
filter_tasks,pro,api,2023-12-01 00:00:00.000,2023,12,1492,950,4.04
filter_tasks,pro,mobile,2023-12-01 00:00:00.000,2023,12,2921,1869,3.66
filter_tasks,pro,web,2023-12-01 00:00:00.000,2023,12,10542,5901,3.87
invite_teammate,enterprise,api,2023-12-01 00:00:00.000,2023,12,780,560,3.83
invite_teammate,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,1670,1201,4.24
invite_teammate,enterprise,web,2023-12-01 00:00:00.000,2023,12,5847,3539,3.81
invite_teammate,free,api,2023-12-01 00:00:00.000,2023,12,114,99,3.05
invite_teammate,free,mobile,2023-12-01 00:00:00.000,2023,12,191,178,4.40
invite_teammate,free,web,2023-12-01 00:00:00.000,2023,12,734,668,4.24
invite_teammate,pro,api,2023-12-01 00:00:00.000,2023,12,665,520,3.16
invite_teammate,pro,mobile,2023-12-01 00:00:00.000,2023,12,1249,961,3.23
invite_teammate,pro,web,2023-12-01 00:00:00.000,2023,12,4545,3333,3.93
search,enterprise,api,2023-12-01 00:00:00.000,2023,12,1030,691,4.21
search,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,2104,1376,3.57
search,enterprise,web,2023-12-01 00:00:00.000,2023,12,7221,4060,3.87
search,free,api,2023-12-01 00:00:00.000,2023,12,1028,593,3.55
search,free,mobile,2023-12-01 00:00:00.000,2023,12,2106,1195,3.72
search,free,web,2023-12-01 00:00:00.000,2023,12,7098,3942,3.91
search,pro,api,2023-12-01 00:00:00.000,2023,12,1654,1009,3.60
search,pro,mobile,2023-12-01 00:00:00.000,2023,12,3267,1957,4.09
search,pro,web,2023-12-01 00:00:00.000,2023,12,11098,6110,3.65
set_deadline,enterprise,api,2023-12-01 00:00:00.000,2023,12,820,592,3.55
set_deadline,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,1691,1178,3.82
set_deadline,enterprise,web,2023-12-01 00:00:00.000,2023,12,5816,3501,3.85
set_deadline,free,api,2023-12-01 00:00:00.000,2023,12,255,211,3.26
set_deadline,free,mobile,2023-12-01 00:00:00.000,2023,12,527,430,3.98
set_deadline,free,web,2023-12-01 00:00:00.000,2023,12,1782,1461,3.79
set_deadline,pro,api,2023-12-01 00:00:00.000,2023,12,744,550,3.71
set_deadline,pro,mobile,2023-12-01 00:00:00.000,2023,12,1505,1098,3.50
set_deadline,pro,web,2023-12-01 00:00:00.000,2023,12,5062,3574,3.74
upload_file,enterprise,api,2023-12-01 00:00:00.000,2023,12,810,576,3.33
upload_file,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,1624,1135,3.86
upload_file,enterprise,web,2023-12-01 00:00:00.000,2023,12,5736,3469,3.88
upload_file,free,api,2023-12-01 00:00:00.000,2023,12,317,255,3.81
upload_file,free,mobile,2023-12-01 00:00:00.000,2023,12,568,451,3.85
upload_file,free,web,2023-12-01 00:00:00.000,2023,12,2095,1643,3.55
upload_file,pro,api,2023-12-01 00:00:00.000,2023,12,873,638,3.92
upload_file,pro,mobile,2023-12-01 00:00:00.000,2023,12,1748,1273,3.72
upload_file,pro,web,2023-12-01 00:00:00.000,2023,12,5942,4091,3.65
view_analytics,enterprise,api,2023-12-01 00:00:00.000,2023,12,1403,865,3.79
view_analytics,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,2887,1698,3.44
view_analytics,enterprise,web,2023-12-01 00:00:00.000,2023,12,10164,4834,3.46
view_analytics,free,api,2023-12-01 00:00:00.000,2023,12,50,50,2.91
view_analytics,free,mobile,2023-12-01 00:00:00.000,2023,12,109,103,4.31
view_analytics,free,web,2023-12-01 00:00:00.000,2023,12,314,304,4.35
view_analytics,pro,api,2023-12-01 00:00:00.000,2023,12,449,373,3.56
view_analytics,pro,mobile,2023-12-01 00:00:00.000,2023,12,865,717,3.61
view_analytics,pro,web,2023-12-01 00:00:00.000,2023,12,2945,2374,3.88
view_dashboard,enterprise,api,2023-12-01 00:00:00.000,2023,12,1557,925,3.90
view_dashboard,enterprise,mobile,2023-12-01 00:00:00.000,2023,12,3038,1738,3.85
view_dashboard,enterprise,web,2023-12-01 00:00:00.000,2023,12,10761,4948,3.95
view_dashboard,free,api,2023-12-01 00:00:00.000,2023,12,1330,682,3.92
view_dashboard,free,mobile,2023-12-01 00:00:00.000,2023,12,2502,1291,4.06
view_dashboard,free,web,2023-12-01 00:00:00.000,2023,12,8599,4286,3.99
view_dashboard,pro,api,2023-12-01 00:00:00.000,2023,12,2183,1151,3.65
view_dashboard,pro,mobile,2023-12-01 00:00:00.000,2023,12,4389,2352,4.05
view_dashboard,pro,web,2023-12-01 00:00:00.000,2023,12,15179,7373,3.65
comment_task,enterprise,api,2024-01-01 00:00:00.000,2024,1,1310,917,3.47
comment_task,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2680,1764,3.97
comment_task,enterprise,web,2024-01-01 00:00:00.000,2024,1,9632,5230,3.44
comment_task,free,api,2024-01-01 00:00:00.000,2024,1,840,546,3.38
comment_task,free,mobile,2024-01-01 00:00:00.000,2024,1,1520,1036,3.77
comment_task,free,web,2024-01-01 00:00:00.000,2024,1,5625,3561,3.76
comment_task,pro,api,2024-01-01 00:00:00.000,2024,1,1559,1040,3.88
comment_task,pro,mobile,2024-01-01 00:00:00.000,2024,1,3218,2060,3.68
comment_task,pro,web,2024-01-01 00:00:00.000,2024,1,11461,6761,3.71
create_project,enterprise,api,2024-01-01 00:00:00.000,2024,1,1250,850,3.21
create_project,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2375,1638,3.47
create_project,enterprise,web,2024-01-01 00:00:00.000,2024,1,8759,5002,3.85
create_project,free,api,2024-01-01 00:00:00.000,2024,1,683,491,3.97
create_project,free,mobile,2024-01-01 00:00:00.000,2024,1,1296,925,4.25
create_project,free,web,2024-01-01 00:00:00.000,2024,1,4638,3124,3.64
create_project,pro,api,2024-01-01 00:00:00.000,2024,1,1383,967,3.32
create_project,pro,mobile,2024-01-01 00:00:00.000,2024,1,2770,1865,3.91
create_project,pro,web,2024-01-01 00:00:00.000,2024,1,9572,5964,3.80
export_report,enterprise,api,2024-01-01 00:00:00.000,2024,1,1079,790,3.59
export_report,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2090,1486,3.58
export_report,enterprise,web,2024-01-01 00:00:00.000,2024,1,7663,4551,3.52
export_report,free,api,2024-01-01 00:00:00.000,2024,1,85,83,4.38
export_report,free,mobile,2024-01-01 00:00:00.000,2024,1,134,128,3.40
export_report,free,web,2024-01-01 00:00:00.000,2024,1,473,450,3.71
export_report,pro,api,2024-01-01 00:00:00.000,2024,1,555,474,4.33
export_report,pro,mobile,2024-01-01 00:00:00.000,2024,1,1055,881,3.47
export_report,pro,web,2024-01-01 00:00:00.000,2024,1,3714,2920,3.56
filter_tasks,enterprise,api,2024-01-01 00:00:00.000,2024,1,1320,921,3.35
filter_tasks,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2646,1727,3.83
filter_tasks,enterprise,web,2024-01-01 00:00:00.000,2024,1,9763,5326,3.79
filter_tasks,free,api,2024-01-01 00:00:00.000,2024,1,1249,714,4.11
filter_tasks,free,mobile,2024-01-01 00:00:00.000,2024,1,2239,1346,3.43
filter_tasks,free,web,2024-01-01 00:00:00.000,2024,1,8300,4493,3.86
filter_tasks,pro,api,2024-01-01 00:00:00.000,2024,1,1915,1211,4.25
filter_tasks,pro,mobile,2024-01-01 00:00:00.000,2024,1,3774,2252,3.57
filter_tasks,pro,web,2024-01-01 00:00:00.000,2024,1,13140,7330,3.85
invite_teammate,enterprise,api,2024-01-01 00:00:00.000,2024,1,1038,763,4.12
invite_teammate,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2141,1507,3.63
invite_teammate,enterprise,web,2024-01-01 00:00:00.000,2024,1,7839,4602,3.75
invite_teammate,free,api,2024-01-01 00:00:00.000,2024,1,130,123,3.63
invite_teammate,free,mobile,2024-01-01 00:00:00.000,2024,1,242,217,3.48
invite_teammate,free,web,2024-01-01 00:00:00.000,2024,1,894,825,3.32
invite_teammate,pro,api,2024-01-01 00:00:00.000,2024,1,816,655,3.50
invite_teammate,pro,mobile,2024-01-01 00:00:00.000,2024,1,1571,1227,3.73
invite_teammate,pro,web,2024-01-01 00:00:00.000,2024,1,5744,4107,3.78
search,enterprise,api,2024-01-01 00:00:00.000,2024,1,1369,929,3.90
search,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2648,1735,3.41
search,enterprise,web,2024-01-01 00:00:00.000,2024,1,9553,5225,4.18
search,free,api,2024-01-01 00:00:00.000,2024,1,1391,782,4.09
search,free,mobile,2024-01-01 00:00:00.000,2024,1,2488,1423,3.96
search,free,web,2024-01-01 00:00:00.000,2024,1,9236,4863,3.70
search,pro,api,2024-01-01 00:00:00.000,2024,1,2140,1297,3.68
search,pro,mobile,2024-01-01 00:00:00.000,2024,1,4042,2417,3.74
search,pro,web,2024-01-01 00:00:00.000,2024,1,14292,7783,3.62
set_deadline,enterprise,api,2024-01-01 00:00:00.000,2024,1,1081,783,3.45
set_deadline,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2061,1472,3.90
set_deadline,enterprise,web,2024-01-01 00:00:00.000,2024,1,7831,4595,3.83
set_deadline,free,api,2024-01-01 00:00:00.000,2024,1,342,293,4.52
set_deadline,free,mobile,2024-01-01 00:00:00.000,2024,1,612,505,3.67
set_deadline,free,web,2024-01-01 00:00:00.000,2024,1,2333,1837,3.61
set_deadline,pro,api,2024-01-01 00:00:00.000,2024,1,956,731,4.09
set_deadline,pro,mobile,2024-01-01 00:00:00.000,2024,1,1911,1439,3.62
set_deadline,pro,web,2024-01-01 00:00:00.000,2024,1,6714,4730,3.57
upload_file,enterprise,api,2024-01-01 00:00:00.000,2024,1,1082,816,3.60
upload_file,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,2121,1491,4.03
upload_file,enterprise,web,2024-01-01 00:00:00.000,2024,1,7756,4572,3.81
upload_file,free,api,2024-01-01 00:00:00.000,2024,1,416,330,3.66
upload_file,free,mobile,2024-01-01 00:00:00.000,2024,1,704,581,3.69
upload_file,free,web,2024-01-01 00:00:00.000,2024,1,2824,2159,3.63
upload_file,pro,api,2024-01-01 00:00:00.000,2024,1,1121,831,3.71
upload_file,pro,mobile,2024-01-01 00:00:00.000,2024,1,2179,1573,3.76
upload_file,pro,web,2024-01-01 00:00:00.000,2024,1,7493,5072,3.70
view_analytics,enterprise,api,2024-01-01 00:00:00.000,2024,1,1842,1147,4.04
view_analytics,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,3694,2166,3.90
view_analytics,enterprise,web,2024-01-01 00:00:00.000,2024,1,13709,6443,3.72
view_analytics,free,api,2024-01-01 00:00:00.000,2024,1,71,68,3.14
view_analytics,free,mobile,2024-01-01 00:00:00.000,2024,1,118,114,3.71
view_analytics,free,web,2024-01-01 00:00:00.000,2024,1,456,423,4.20
view_analytics,pro,api,2024-01-01 00:00:00.000,2024,1,511,434,3.68
view_analytics,pro,mobile,2024-01-01 00:00:00.000,2024,1,1087,923,4.07
view_analytics,pro,web,2024-01-01 00:00:00.000,2024,1,3843,3033,3.66
view_dashboard,enterprise,api,2024-01-01 00:00:00.000,2024,1,1998,1262,3.87
view_dashboard,enterprise,mobile,2024-01-01 00:00:00.000,2024,1,4057,2297,3.70
view_dashboard,enterprise,web,2024-01-01 00:00:00.000,2024,1,14407,6489,3.68
view_dashboard,free,api,2024-01-01 00:00:00.000,2024,1,1675,862,3.95
view_dashboard,free,mobile,2024-01-01 00:00:00.000,2024,1,3122,1627,3.96
view_dashboard,free,web,2024-01-01 00:00:00.000,2024,1,11578,5476,3.85
view_dashboard,pro,api,2024-01-01 00:00:00.000,2024,1,2669,1500,3.85
view_dashboard,pro,mobile,2024-01-01 00:00:00.000,2024,1,5358,2903,3.58
view_dashboard,pro,web,2024-01-01 00:00:00.000,2024,1,18965,9095,3.72
comment_task,enterprise,api,2024-02-01 00:00:00.000,2024,2,1397,971,3.72
